"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube","H Tube Sample","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2019-02-01","05:35","Broken","BKN","No precipitation","NO","","","","","","0","","","0.4","","0.0","0","145","0","-21.5","-20.0","-18.0","-21.5","-19.5","-23.5","","","","CW","","","2019-02-01 06:24:58","2019-02-01 06:24:58","fongemie","","0","71.255.134.162","4206","x9o2m"
"2019-02-02","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","","","0.0","0","142","3","-18.0","-18.0","-14.0","-16.5","-14.5","-21.5","","","","CW","","","2019-02-02 06:21:29","2019-02-02 06:21:29","fongemie","","0","72.45.182.26","4207","y5zig"
"2019-02-03","05:35","Clear","CLR","No precipitation","NO","","","","","","0","","","0.4","","0.0","0","144","","-11.0","-11.5","-10.0","-8.5","-7.5","-18.0","","","","CW","","","2019-02-03 06:25:08","2019-02-03 06:25:08","fongemie","","0","72.45.182.26","4208","tqx2x"
"2019-02-08","05:40","Overcast","OVC","Rain","RA","Very light snowfall","S-1","","","","0","","","2.4","","0.0","0","127","3","1.5","0.0","0.0","4.0","4.5","-4.5","","","","CW","","","2019-02-08 06:23:06","2019-02-08 06:23:06","fongemie","","0","71.255.134.162","4209","sszdw"
"2019-02-09","05:35","Overcast","OVC","No precipitation","NO","","","","","","0","","","1.0","","0.0","0","125","2","-15.0","-10.0","-3.5","-15.5","7.5","-16.0","","","","CW","","","2019-02-09 06:23:20","2019-02-09 06:23:20","fongemie","","0","72.45.182.26","4210","9o5ln"
"2019-02-10","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","127","","-15.5","-14.5","-11.0","-15.0","-13.0","-17.0","","","","RP","","","2019-02-10 06:22:13","2019-02-10 06:22:13","fongemie","","0","72.45.182.26","4211","d31dm"
"2019-02-11","05:35","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","125","","-13.0","-12.5","-10.0","-12.0","-10.5","-16.0","","","","CW","","","2019-02-11 06:21:18","2019-02-11 06:21:18","fongemie","","0","72.45.182.26","4212","6tnjn"
"2019-02-12","05:22","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","125","","-14.5","-13.0","-10.0","-13.0","-8.0","-18.5","","","","CW","","","2019-02-12 06:24:33","2019-02-12 06:24:33","fongemie","","0","72.45.182.26","4213","7kpvz"
"2019-02-13","05:30","Overcast","OVC","Snow","SN","Light snowfall","S1","Needles","nd","2","22","37.0","","32.2","168","17","NC","146","1","-6.0","-8.0","-8.0","-6.0","-6.0","-13.0","","","","CW","","","2019-02-13 06:39:56","2019-02-13 07:19:38","fongemie","","0","72.45.182.26","4214","k4ise"
"2019-02-14","05:35","Overcast","OVC","Snow","SN","Light snowfall","S1","Irregular crystals","ir","1","7","6.0","","7.0","86","9","NC","154","","-11.5","-9.5","-8.0","-12.0","-4.0","-12.0","","","","CW","","","2019-02-14 06:24:04","2019-02-14 06:24:04","fongemie","","0","71.255.134.162","4215","ylrta"
"2019-02-15","05:22","Overcast","OVC","No precipitation","NO","","","","","","0","","","T","","0.0","30","156","","-5.0","-7.5","-7.5","-4.0","-2.5","-12.0","","","","CW","","","2019-02-15 06:21:52","2019-02-15 06:21:52","fongemie","","0","72.45.182.26","4216","388kb"
"2019-02-16","05:35","Scattered","SCT","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","11","11.5","","12.2","105","11","NC","165","2","-8.0","-7.5","-6.0","-7.5","0.5","-8.0","","","","CW","Hard to say if it was snowing or if snow was just being blown by wind.","","2019-02-16 06:24:35","2019-02-16 06:24:35","fongemie","","0","72.45.182.26","4217","f64g3"
"2019-02-17","05:35","Clear","CLR","No precipitation","NO","","","","","","T","","","T","","0.0","12","161","4","-14.5","-13.0","-10.0","-16.0","-3.0","-16.0","","","","RP","","","2019-02-17 06:25:55","2019-02-17 06:25:55","fongemie","","0","72.45.182.26","4218","dq5nu"
"2019-02-18","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2-3","T","","","T","","0.0","NC","160","1","-12.0","-10.0","-9.0","-11.5","-3.5","-16.0","","","","CW","","","2019-02-18 06:23:15","2019-02-18 06:23:15","fongemie","","0","72.45.182.26","4219","8mblb"
"2019-02-19","05:35","Few","FEW","","","","","","","","6","2.0","6.0","2.4","","3","7","169","","-14.0","-14.0","-13.0","-13.0","-6.0","-17.5","","","","CW","","","2019-02-19 06:45:47","2019-02-19 06:45:47","fongemie","","0","72.45.182.26","4220","oiby4"
"2019-02-04","05:35","Overcast","OVC","No precipitation","NO","","","","","","2","8.0","","9.6","","","2","141","5","0.0","0.0","-2.0","2.5","2.5","-10.5","","","","CW","Density 400 kg/m3","","2019-02-04 06:24:05","2019-02-04 06:24:05","fongemie","","0","72.45.182.26","4221","r7z7l"
"2019-02-20","05:35","Scattered","SCT","","","","","","","","0","","","T","","0.0","1","166","","-14.0","-13.5","-11.5","-13.5","-10.5","-16.5","","","","CW","","","2019-02-20 06:42:12","2019-02-20 06:42:12","fongemie","","0","72.45.182.26","4222","862o8"
"2019-02-05","05:35","Overcast","OVC","Rain","RA","Very light snowfall","S-1","","","","0","","","0.4","","0.0","","134","7","0.0","0.0","0.0","4.5","6.0","1.5","","","","CW","","","2019-02-05 06:32:22","2019-02-05 06:32:22","fongemie","","0","72.45.182.26","4223","gktv"
"2019-02-21","05:35","Overcast","OVC","Snow","SN","Light snowfall","S1","Graupel","gp","0.5-1","1","","","5.0","","0.0","NC","166","","-5.5","-7.5","-8.0","-5.0","-4.5","-16.5","","","","CW","","","2019-02-21 19:48:03","2019-02-21 19:48:03","fongemie","","0","71.255.134.162","4224","r57l6"
"2019-02-22","05:35","Scattered","SCT","No precipitation","NO","","","","","","8","12.0","","8.2","","","14","175","","-9.0","-7.5","-6.0","-9.0","-1.0","-9.0","","","","CW","","","2019-02-23 06:24:15","2019-02-23 06:36:57","fongemie","","0","72.45.182.26","4225","4paed"
"2019-02-23","05:35","Few","FEW","No precipitation","NO","","","","","","0","","","0","","0.0","0","171","4","-14.0","-10.0","-7.5","-12.5","0.0","-12.5","","","","CW","","","2019-02-23 06:36:25","2019-02-23 06:36:25","fongemie","","0","72.45.182.26","4226","b0th2"
"2019-02-06","05:40","Clear","CLR","No precipitation","NO","","","","","","0","","","2.8","","0.0","0","129","5","-8.5","-4.5","0.0","-8.0","6.5","-9.0","","","","CW","","","2019-02-06 06:26:56","2019-02-06 06:26:56","fongemie","","0","72.45.182.26","4227","oipo9"
"2019-02-07","05:40","Clear","CLR","No precipitation","NO","","","","","","2","","","16.8","","0.0","2","130","1","-3.5","-0.5","0.0","-3.5","1.0","-9.0","","","","CW","","","2019-02-07 11:39:55","2019-02-07 11:39:55","fongemie","","0","72.45.182.26","4228","50heq"
"2019-02-24","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Needles","nd","2-3","T","","","0.4","","","NC","171","0","-6.5","-7.0","-7.5","-7.0","1.0","-12.5","","","","CW","also 0.5-1 mm SD","","2019-02-24 06:23:50","2019-02-24 06:23:50","fongemie","","0","72.45.182.26","4229","z5j6v"
"2019-02-25","05:35","Overcast","OVC","Snow","SN","Light snowfall","S1","Irregular crystals","ir","0.5","11","27.0","","26.8","246","25","NC","195","","-8.0","-5.0","-5.0","-8.0","0.0","-8.0","","","","CW","Also observed clumps of particles up to 5 mm and 2 mm GP","","2019-02-25 06:41:03","2019-02-25 06:41:03","fongemie","","0","72.45.182.26","4230","dxju4"
"2019-02-26","05:40","Overcast","OVC","Snow","SN","Very light snowfall","S-1","","","","26","43.0","","8.0","165","17","NC","210","11","-20.0","-17.5","-12.5","-19.5","-8.0","-19.5","","","","CW","","","2019-02-26 06:37:11","2019-02-26 06:37:11","fongemie","","0","72.45.182.26","4231","e5pkb"
"2019-02-27","05:40","Clear","CLR","No precipitation","NO","","","","","","8","20.0","","0.4","250","25","49","207","3","-20.0","-18.0","-13.0","-19.5","-14.0","-23.5","","","","CW","","","2019-02-27 06:28:38","2019-02-27 06:28:38","fongemie","","0","71.255.134.162","4232","r9442"
"2019-02-28","05:30","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","0.5-1","1","","","0.4","","","NC","206","2","-16.5","-15.0","-13.5","-16.5","-13.0","-23.5","","","","CW","","","2019-02-28 06:20:56","2019-02-28 06:20:56","fongemie","","0","72.45.182.26","4233","8ourq"
"2019-03-01","05:35","Few","FEW","No precipitation","NO","","","","","","0","","","0","","","1","204","2","-15.0","-15.0","-13.0","-13.0","-4.0","-18.0","","","","CW","","","2019-03-01 06:23:49","2019-03-01 06:23:49","fongemie","","0","71.255.134.162","4234","5vqjj"
"2019-03-02","05:35","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","200","4","-12.0","-12.0","-12.0","-11.0","1.0","-13.5","","","","CW","","","2019-03-02 06:23:47","2019-03-02 06:23:47","fongemie","","0","71.255.134.162","4235","mwwb5"
"2019-03-03","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2","2","0.5","","0.4","25","3","NC","200","2","-8.5","-8.5","-8.5","-8.0","-1.0","-11.5","","","","CW","","","2019-03-03 06:22:33","2019-03-03 06:22:33","fongemie","","0","72.45.182.26","4236","vkn5o"
"2019-03-04","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2","5","5.0","","4.0","100","10","NC","204","1","-7.0","-7.0","-7.5","-7.0","3.5","-9.0","","","","CW","","","2019-03-04 06:21:50","2019-03-04 06:21:50","fongemie","","0","71.255.134.162","4237","fy90f"
"2019-03-05","05:35","Scattered","SCT","No precipitation","NO","","","","","","6","4.0","","1.3","67","7","9","209","1","-18.0","-10.0","-8.0","-17.0","-0.5","-17.5","","","","CW","","","2019-03-05 06:21:16","2019-03-05 06:21:16","fongemie","","0","72.45.182.26","4238","aaov7"
"2019-03-06","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","","","","1","0.5","0.4","0.4","99","12","NC","203","","-17.5","-14.0","-12.0","-17.5","-6.5","-18.0","","","","CW","","","2019-03-06 06:35:35","2019-03-06 06:35:35","fongemie","","0","72.45.182.26","4239","fdq2w"
"2019-03-08","05:35","Clear","CLR","No precipitation","NO","","","","","","1","","","0","","0.0","1","198","3","-17.0","-16.0","-13.0","-14.5","-12.5","-18.5","","","","CW","Both boards were significantly wind effected.","","2019-03-08 06:26:36","2019-03-11 13:57:26","fongemie","","0","71.255.134.162","4240","bppya"
"2019-03-09","05:35","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","196","","-11.0","-11.0","-10.0","-8.5","0.0","-15.0","","","","CW","","","2019-03-09 06:28:37","2019-03-09 06:28:37","fongemie","","0","72.45.182.26","4241","bet8"
"2019-03-10","05:35","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","192","4","-11.0","-10.5","-10.0","-10.5","3.0","-14.5","","","","CW","","","2019-03-10 06:23:28","2019-03-10 06:23:28","fongemie","","0","72.45.182.26","4242","rdg8i"
"2019-03-11","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","12","18.0","","12.4","150","15","NC","201","3","-4.0","-4.5","-6.5","-3.5","-0.5","-11.0","","","","CW","Also 2mm ND","","2019-03-11 06:34:36","2019-03-11 06:34:36","fongemie","","0","71.255.134.162","4243","5h95u"
"2019-03-07","05:35","Overcast","OVC","No precipitation","NO","","","","","","1","","","T","","","2","200","4","-19.5","-15.0","-12.5","-19.5","-6.5","-20.0","","","","CW","","","2019-03-11 13:39:03","2019-03-11 13:39:03","fongemie","","0","71.255.134.162","4244","oaptr"
"2019-03-12","05:35","Overcast","OVC","Snow","SN","Light snowfall","S1","","","","20","25.0","","7.2","125","13","NC","214","6","-10.0","-7.0","-6.5","-10.5","-3.0","-10.5","","","","CW","Unable to catch any snow on crystal card due to wind.","","2019-03-12 06:56:33","2019-03-12 06:56:33","fongemie","","0","71.255.134.162","4245","i0zs8"
"2019-03-13","05:35","Clear","CLR","No precipitation","NO","","","","","","9","15.0","","0.4","167","17","35","218","5","-12.5","-9.5","-8.0","-12.0","-4.0","-12.5","","","","CW","","","2019-03-13 06:22:16","2019-03-13 06:22:16","fongemie","","0","72.45.182.26","4246","gaqq8"
"2019-03-14","05:35","Clear","CLR","No precipitation","NO","","","","","","1","","","0.5","","","1","216","3","-7.0","-5.5","-5.5","-6.0","5.0","-12.0","","","","CW","","","2019-03-14 06:25:36","2019-03-14 06:25:36","fongemie","","0","71.255.134.162","4247","jvvjo"
"2019-03-15","05:45","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","206","10","0.0","0.0","0.0","5.5","11.0","-7.0","","","","CW","","","2019-03-15 06:22:51","2019-03-15 06:22:51","fongemie","","0","71.255.134.162","4248","eoxx8"
"2019-03-17","05:40","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","7","6.0","","4.4","86","9","NC","200","4","-11.5","-4.0","-2.0","-12.0","-1.0","-12.5","","","","CW","0.5 mm IR might have been blowing snow.","","2019-03-17 06:29:09","2019-03-17 06:29:09","fongemie","","0","72.45.182.26","4249","dkx8z"
"2019-03-18","05:35","Few","FEW","No precipitation","NO","","","","","","2","","","T","","","6","198","4","-13.0","-7.5","-4.5","-12.5","-7.0","-13.5","","","","CW","HN24 and HST wind affected","","2019-03-18 06:22:29","2019-03-18 06:22:29","fongemie","","0","72.45.182.26","4250","hiip5"
"2019-03-19","05:35","Clear","CLR","No precipitation","NO","","","","","","1","","","0","","0.0","1","195","4","-13.0","-9.5","-7.0","-12.0","-4.5","-13.5","","","","CW","","","2019-03-19 06:20:23","2019-03-19 06:20:23","fongemie","","0","72.45.182.26","4251","xzym"
"2019-03-20","05:35","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","194","1","-11.5","-10.5","-7.0","-9.0","0.5","-13.5","","","","CW","","","2019-03-20 06:23:33","2019-03-20 06:23:33","fongemie","","0","71.255.134.162","4252","ismto"
"2019-03-21","05:35","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","0.0","0","193","1","-3.0","-4.5","-5.5","-1.0","4.0","-10.5","","","","CW","","","2019-03-21 06:50:33","2019-03-21 06:50:33","fongemie","","0","72.45.182.26","4253","oz1u2"
"2019-03-22","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","T","","","T","","0.0","NC","192","1","-2.5","-3.0","-3.0","-2.5","4.0","-3.5","","","","CW","","","2019-03-22 06:25:05","2019-03-22 06:25:05","fongemie","","0","72.45.182.26","4254","90dn0"
"2019-03-23","05:30","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Needles","nd","1","32","40.0","","23.8","125","13","NC","225","","-4.5","-4.0","-4.0","-4.0","-1.0","-4.5","","","","CW","Also 1.0 mm CL, 1.5 mm GP, and IR
Precip. can might have measuring error.","","2019-03-23 06:38:03","2019-03-23 06:38:03","fongemie","","0","72.45.182.26","4255","hoi1d"
"2019-03-24","05:35","Clear","CLR","No precipitation","NO","","","","","","6","12.0","","1.8","218","22","36","230","1","-7.0","-6.0","-5.0","-6.0","-2.0","-9.0","","","","CW","HN24 heavily wind affected.","","2019-03-24 06:31:08","2019-03-24 06:31:08","fongemie","","0","72.45.182.26","4256","sai1t"
"2019-03-25","05:40","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5-1","3","2.0","","1.6","80","8","NC","228","5","-10.0","-5.5","-5.0","-10.0","4.5","-10.0","","","","CW","","","2019-03-25 06:25:47","2019-03-25 06:25:47","fongemie","","0","72.45.182.26","4257","b0d53"
