,date,depth_cm,year,month,day,month_day,winter
0,2008-11-01,0.0,2008,11,1,11-1,2008-2009
1,2008-11-02,0.0,2008,11,2,11-2,2008-2009
2,2008-11-03,0.0,2008,11,3,11-3,2008-2009
3,2008-11-04,0.0,2008,11,4,11-4,2008-2009
4,2008-11-05,0.0,2008,11,5,11-5,2008-2009
5,2008-11-06,0.0,2008,11,6,11-6,2008-2009
6,2008-11-07,0.0,2008,11,7,11-7,2008-2009
7,2008-11-08,0.0,2008,11,8,11-8,2008-2009
8,2008-11-09,0.0,2008,11,9,11-9,2008-2009
9,2008-11-10,0.0,2008,11,10,11-10,2008-2009
10,2008-11-11,0.0,2008,11,11,11-11,2008-2009
11,2008-11-12,0.0,2008,11,12,11-12,2008-2009
12,2008-11-13,0.0,2008,11,13,11-13,2008-2009
13,2008-11-14,0.0,2008,11,14,11-14,2008-2009
14,2008-11-15,0.0,2008,11,15,11-15,2008-2009
15,2008-11-16,0.0,2008,11,16,11-16,2008-2009
16,2008-11-17,0.0,2008,11,17,11-17,2008-2009
17,2008-11-18,0.0,2008,11,18,11-18,2008-2009
18,2008-11-19,10.0,2008,11,19,11-19,2008-2009
19,2008-11-20,10.0,2008,11,20,11-20,2008-2009
20,2008-11-21,10.0,2008,11,21,11-21,2008-2009
21,2008-11-22,10.0,2008,11,22,11-22,2008-2009
22,2008-11-23,12.0,2008,11,23,11-23,2008-2009
23,2008-11-24,10.0,2008,11,24,11-24,2008-2009
24,2008-11-25,38.0,2008,11,25,11-25,2008-2009
25,2008-11-26,65.0,2008,11,26,11-26,2008-2009
26,2008-11-27,38.0,2008,11,27,11-27,2008-2009
27,2008-11-28,38.0,2008,11,28,11-28,2008-2009
28,2008-11-29,65.0,2008,11,29,11-29,2008-2009
29,2008-11-30,63.0,2008,11,30,11-30,2008-2009
30,2008-12-01,60.0,2008,12,1,12-1,2008-2009
31,2008-12-02,60.0,2008,12,2,12-2,2008-2009
32,2008-12-03,60.0,2008,12,3,12-3,2008-2009
33,2008-12-04,58.0,2008,12,4,12-4,2008-2009
34,2008-12-05,56.0,2008,12,5,12-5,2008-2009
35,2008-12-06,57.0,2008,12,6,12-6,2008-2009
36,2008-12-07,57.0,2008,12,7,12-7,2008-2009
37,2008-12-08,58.0,2008,12,8,12-8,2008-2009
38,2008-12-09,58.0,2008,12,9,12-9,2008-2009
39,2008-12-10,54.0,2008,12,10,12-10,2008-2009
40,2008-12-11,51.0,2008,12,11,12-11,2008-2009
41,2008-12-12,68.0,2008,12,12,12-12,2008-2009
42,2008-12-13,63.0,2008,12,13,12-13,2008-2009
43,2008-12-14,63.0,2008,12,14,12-14,2008-2009
44,2008-12-16,59.0,2008,12,16,12-16,2008-2009
45,2008-12-17,63.0,2008,12,17,12-17,2008-2009
46,2008-12-18,72.0,2008,12,18,12-18,2008-2009
47,2008-12-19,78.0,2008,12,19,12-19,2008-2009
48,2008-12-20,95.0,2008,12,20,12-20,2008-2009
49,2008-12-21,94.0,2008,12,21,12-21,2008-2009
50,2008-12-22,125.0,2008,12,22,12-22,2008-2009
51,2008-12-23,123.0,2008,12,23,12-23,2008-2009
52,2008-12-24,125.0,2008,12,24,12-24,2008-2009
53,2008-12-25,111.0,2008,12,25,12-25,2008-2009
54,2008-12-26,110.0,2008,12,26,12-26,2008-2009
55,2008-12-27,105.0,2008,12,27,12-27,2008-2009
56,2008-12-28,85.0,2008,12,28,12-28,2008-2009
57,2008-12-29,73.0,2008,12,29,12-29,2008-2009
58,2008-12-30,76.0,2008,12,30,12-30,2008-2009
59,2008-12-31,83.0,2008,12,31,12-31,2008-2009
60,2009-01-01,80.0,2009,1,1,1-1,2008-2009
61,2009-01-02,78.0,2009,1,2,1-2,2008-2009
62,2009-01-03,83.0,2009,1,3,1-3,2008-2009
63,2009-01-04,81.0,2009,1,4,1-4,2008-2009
64,2009-01-05,83.0,2009,1,5,1-5,2008-2009
65,2009-01-06,85.0,2009,1,6,1-6,2008-2009
66,2009-01-07,89.0,2009,1,7,1-7,2008-2009
67,2009-01-08,95.0,2009,1,8,1-8,2008-2009
68,2009-01-09,98.0,2009,1,9,1-9,2008-2009
69,2009-01-10,98.0,2009,1,10,1-10,2008-2009
70,2009-01-11,106.0,2009,1,11,1-11,2008-2009
71,2009-01-12,112.0,2009,1,12,1-12,2008-2009
72,2009-01-13,113.0,2009,1,13,1-13,2008-2009
73,2009-01-14,115.0,2009,1,14,1-14,2008-2009
74,2009-01-15,114.0,2009,1,15,1-15,2008-2009
75,2009-01-16,114.0,2009,1,16,1-16,2008-2009
76,2009-01-17,106.0,2009,1,17,1-17,2008-2009
77,2009-01-18,108.0,2009,1,18,1-18,2008-2009
78,2009-01-19,133.0,2009,1,19,1-19,2008-2009
79,2009-01-20,132.0,2009,1,20,1-20,2008-2009
80,2009-01-21,129.0,2009,1,21,1-21,2008-2009
81,2009-01-22,123.0,2009,1,22,1-22,2008-2009
82,2009-01-23,120.0,2009,1,23,1-23,2008-2009
83,2009-01-24,118.0,2009,1,24,1-24,2008-2009
84,2009-01-25,115.0,2009,1,25,1-25,2008-2009
85,2009-01-26,114.0,2009,1,26,1-26,2008-2009
86,2009-01-27,114.0,2009,1,27,1-27,2008-2009
87,2009-01-28,113.0,2009,1,28,1-28,2008-2009
88,2009-01-29,150.0,2009,1,29,1-29,2008-2009
89,2009-01-30,148.0,2009,1,30,1-30,2008-2009
90,2009-01-31,152.0,2009,1,31,1-31,2008-2009
91,2009-02-01,147.0,2009,2,1,2-1,2008-2009
92,2009-02-02,143.0,2009,2,2,2-2,2008-2009
93,2009-02-03,140.0,2009,2,3,2-3,2008-2009
94,2009-02-04,139.0,2009,2,4,2-4,2008-2009
95,2009-02-05,138.0,2009,2,5,2-5,2008-2009
96,2009-02-06,136.0,2009,2,6,2-6,2008-2009
97,2009-02-07,135.0,2009,2,7,2-7,2008-2009
98,2009-02-08,132.0,2009,2,8,2-8,2008-2009
99,2009-02-09,135.0,2009,2,9,2-9,2008-2009
100,2009-02-10,135.0,2009,2,10,2-10,2008-2009
101,2009-02-11,130.0,2009,2,11,2-11,2008-2009
102,2009-02-12,126.0,2009,2,12,2-12,2008-2009
103,2009-02-13,134.0,2009,2,13,2-13,2008-2009
104,2009-02-14,135.0,2009,2,14,2-14,2008-2009
105,2009-02-15,134.0,2009,2,15,2-15,2008-2009
106,2009-02-16,133.0,2009,2,16,2-16,2008-2009
107,2009-02-17,134.0,2009,2,17,2-17,2008-2009
108,2009-02-18,133.0,2009,2,18,2-18,2008-2009
109,2009-02-19,155.0,2009,2,19,2-19,2008-2009
110,2009-02-20,180.0,2009,2,20,2-20,2008-2009
111,2009-02-21,175.0,2009,2,21,2-21,2008-2009
112,2009-02-22,173.0,2009,2,22,2-22,2008-2009
113,2009-02-23,218.0,2009,2,23,2-23,2008-2009
114,2009-02-24,216.0,2009,2,24,2-24,2008-2009
115,2009-02-25,208.0,2009,2,25,2-25,2008-2009
116,2009-02-26,203.0,2009,2,26,2-26,2008-2009
117,2009-02-27,198.0,2009,2,27,2-27,2008-2009
118,2009-02-28,190.0,2009,2,28,2-28,2008-2009
119,2009-03-01,188.0,2009,3,1,3-1,2008-2009
120,2009-03-02,191.0,2009,3,2,3-2,2008-2009
121,2009-03-03,196.0,2009,3,3,3-3,2008-2009
122,2009-03-04,193.0,2009,3,4,3-4,2008-2009
123,2009-03-05,191.0,2009,3,5,3-5,2008-2009
124,2009-03-06,189.0,2009,3,6,3-6,2008-2009
125,2009-03-07,180.0,2009,3,7,3-7,2008-2009
126,2009-03-08,180.0,2009,3,8,3-8,2008-2009
127,2009-03-09,177.0,2009,3,9,3-9,2008-2009
128,2009-03-10,179.0,2009,3,10,3-10,2008-2009
129,2009-03-11,178.0,2009,3,11,3-11,2008-2009
130,2009-03-12,178.0,2009,3,12,3-12,2008-2009
131,2009-03-13,178.0,2009,3,13,3-13,2008-2009
132,2009-03-14,178.0,2009,3,14,3-14,2008-2009
133,2009-03-15,178.0,2009,3,15,3-15,2008-2009
134,2009-03-16,177.0,2009,3,16,3-16,2008-2009
135,2009-03-17,176.0,2009,3,17,3-17,2008-2009
136,2009-03-18,175.0,2009,3,18,3-18,2008-2009
137,2009-03-19,173.0,2009,3,19,3-19,2008-2009
138,2009-03-20,170.0,2009,3,20,3-20,2008-2009
139,2009-03-21,170.0,2009,3,21,3-21,2008-2009
140,2009-03-22,170.0,2009,3,22,3-22,2008-2009
141,2009-03-23,174.0,2009,3,23,3-23,2008-2009
142,2009-03-24,169.0,2009,3,24,3-24,2008-2009
143,2009-03-25,167.0,2009,3,25,3-25,2008-2009
144,2009-03-26,164.0,2009,3,26,3-26,2008-2009
145,2009-03-27,162.0,2009,3,27,3-27,2008-2009
146,2009-03-28,160.0,2009,3,28,3-28,2008-2009
147,2009-03-29,158.0,2009,3,29,3-29,2008-2009
148,2009-03-30,156.0,2009,3,30,3-30,2008-2009
149,2009-03-31,158.0,2009,3,31,3-31,2008-2009
150,2009-04-01,157.0,2009,4,1,4-1,2008-2009
151,2009-04-02,154.0,2009,4,2,4-2,2008-2009
152,2009-04-03,151.0,2009,4,3,4-3,2008-2009
153,2009-04-04,144.0,2009,4,4,4-4,2008-2009
154,2009-04-05,140.0,2009,4,5,4-5,2008-2009
155,2009-04-06,138.0,2009,4,6,4-6,2008-2009
156,2009-04-07,142.0,2009,4,7,4-7,2008-2009
157,2009-04-08,142.0,2009,4,8,4-8,2008-2009
158,2009-04-09,142.0,2009,4,9,4-9,2008-2009
159,2009-04-10,141.0,2009,4,10,4-10,2008-2009
160,2009-04-11,141.0,2009,4,11,4-11,2008-2009
161,2009-04-12,138.0,2009,4,12,4-12,2008-2009
162,2009-04-13,138.0,2009,4,13,4-13,2008-2009
163,2009-04-14,137.0,2009,4,14,4-14,2008-2009
164,2009-04-15,135.0,2009,4,15,4-15,2008-2009
165,2009-04-16,132.0,2009,4,16,4-16,2008-2009
166,2009-04-17,129.0,2009,4,17,4-17,2008-2009
167,2009-04-18,125.0,2009,4,18,4-18,2008-2009
168,2009-04-19,123.0,2009,4,19,4-19,2008-2009
169,2009-04-20,118.0,2009,4,20,4-20,2008-2009
170,2009-04-21,121.0,2009,4,21,4-21,2008-2009
171,2009-04-22,118.0,2009,4,22,4-22,2008-2009
172,2009-04-23,122.0,2009,4,23,4-23,2008-2009
173,2009-04-24,130.0,2009,4,24,4-24,2008-2009
174,2009-04-25,118.0,2009,4,25,4-25,2008-2009
175,2009-04-26,108.0,2009,4,26,4-26,2008-2009
176,2009-04-27,99.0,2009,4,27,4-27,2008-2009
177,2009-04-28,90.0,2009,4,28,4-28,2008-2009
178,2009-04-29,80.0,2009,4,29,4-29,2008-2009
179,2009-04-30,77.0,2009,4,30,4-30,2008-2009
180,2009-05-01,71.0,2009,5,1,5-1,2008-2009
181,2009-05-02,65.0,2009,5,2,5-2,2008-2009
182,2009-05-03,58.0,2009,5,3,5-3,2008-2009
183,2009-05-04,55.0,2009,5,4,5-4,2008-2009
184,2009-05-05,53.0,2009,5,5,5-5,2008-2009
185,2009-05-06,44.0,2009,5,6,5-6,2008-2009
186,2009-05-07,45.0,2009,5,7,5-7,2008-2009
187,2009-05-08,38.0,2009,5,8,5-8,2008-2009
188,2009-05-09,32.0,2009,5,9,5-9,2008-2009
189,2009-05-10,27.0,2009,5,10,5-10,2008-2009
190,2009-05-11,25.0,2009,5,11,5-11,2008-2009
191,2009-05-12,21.0,2009,5,12,5-12,2008-2009
192,2009-05-13,17.0,2009,5,13,5-13,2008-2009
193,2009-05-14,12.0,2009,5,14,5-14,2008-2009
194,2009-05-15,8.0,2009,5,15,5-15,2008-2009
195,2009-05-16,0.0,2009,5,16,5-16,2008-2009
196,2009-05-17,0.0,2009,5,17,5-17,2008-2009
197,2009-05-18,0.0,2009,5,18,5-18,2008-2009
198,2009-05-19,0.0,2009,5,19,5-19,2008-2009
199,2009-05-20,0.0,2009,5,20,5-20,2008-2009
200,2009-05-21,0.0,2009,5,21,5-21,2008-2009
201,2009-05-22,0.0,2009,5,22,5-22,2008-2009
202,2009-05-23,0.0,2009,5,23,5-23,2008-2009
203,2009-05-24,0.0,2009,5,24,5-24,2008-2009
204,2009-12-01,33.0,2009,12,1,12-1,2009-2010
205,2009-12-02,31.0,2009,12,2,12-2,2009-2010
206,2009-12-03,26.0,2009,12,3,12-3,2009-2010
207,2009-12-04,21.0,2009,12,4,12-4,2009-2010
208,2009-12-05,19.0,2009,12,5,12-5,2009-2010
209,2009-12-06,29.0,2009,12,6,12-6,2009-2010
210,2009-12-07,29.0,2009,12,7,12-7,2009-2010
211,2009-12-08,31.0,2009,12,8,12-8,2009-2010
212,2009-12-09,30.0,2009,12,9,12-9,2009-2010
213,2009-12-10,60.0,2009,12,10,12-10,2009-2010
214,2009-12-11,78.0,2009,12,11,12-11,2009-2010
215,2009-12-12,88.0,2009,12,12,12-12,2009-2010
216,2009-12-13,81.0,2009,12,13,12-13,2009-2010
217,2009-12-14,88.0,2009,12,14,12-14,2009-2010
218,2009-12-15,86.0,2009,12,15,12-15,2009-2010
219,2009-12-16,86.0,2009,12,16,12-16,2009-2010
220,2009-12-17,84.0,2009,12,17,12-17,2009-2010
221,2009-12-18,82.0,2009,12,18,12-18,2009-2010
222,2009-12-19,79.0,2009,12,19,12-19,2009-2010
223,2009-12-20,77.0,2009,12,20,12-20,2009-2010
224,2009-12-21,75.0,2009,12,21,12-21,2009-2010
225,2009-12-22,72.0,2009,12,22,12-22,2009-2010
226,2009-12-23,71.0,2009,12,23,12-23,2009-2010
227,2009-12-24,71.0,2009,12,24,12-24,2009-2010
228,2009-12-25,71.0,2009,12,25,12-25,2009-2010
229,2009-12-26,71.0,2009,12,26,12-26,2009-2010
230,2009-12-27,82.0,2009,12,27,12-27,2009-2010
231,2009-12-28,81.0,2009,12,28,12-28,2009-2010
232,2009-12-29,98.0,2009,12,29,12-29,2009-2010
233,2009-12-30,99.0,2009,12,30,12-30,2009-2010
234,2009-12-31,98.0,2009,12,31,12-31,2009-2010
235,2010-01-01,98.0,2010,1,1,1-1,2009-2010
236,2010-01-02,103.0,2010,1,2,1-2,2009-2010
237,2010-01-03,125.0,2010,1,3,1-3,2009-2010
238,2010-01-04,121.0,2010,1,4,1-4,2009-2010
239,2010-01-05,114.0,2010,1,5,1-5,2009-2010
240,2010-01-06,111.0,2010,1,6,1-6,2009-2010
241,2010-01-07,108.0,2010,1,7,1-7,2009-2010
242,2010-01-08,106.0,2010,1,8,1-8,2009-2010
243,2010-01-09,104.0,2010,1,9,1-9,2009-2010
244,2010-01-10,104.0,2010,1,10,1-10,2009-2010
245,2010-01-11,103.0,2010,1,11,1-11,2009-2010
246,2010-01-12,100.0,2010,1,12,1-12,2009-2010
247,2010-01-13,100.0,2010,1,13,1-13,2009-2010
248,2010-01-14,99.0,2010,1,14,1-14,2009-2010
249,2010-01-15,97.0,2010,1,15,1-15,2009-2010
250,2010-01-16,97.0,2010,1,16,1-16,2009-2010
251,2010-01-17,96.0,2010,1,17,1-17,2009-2010
252,2010-01-18,106.0,2010,1,18,1-18,2009-2010
253,2010-01-19,108.0,2010,1,19,1-19,2009-2010
254,2010-01-20,110.0,2010,1,20,1-20,2009-2010
255,2010-01-21,112.0,2010,1,21,1-21,2009-2010
256,2010-01-22,108.0,2010,1,22,1-22,2009-2010
257,2010-01-23,107.0,2010,1,23,1-23,2009-2010
258,2010-01-23,108.0,2010,1,23,1-23,2009-2010
259,2010-01-26,88.0,2010,1,26,1-26,2009-2010
260,2010-01-27,88.0,2010,1,27,1-27,2009-2010
261,2010-01-28,88.0,2010,1,28,1-28,2009-2010
262,2010-01-29,100.0,2010,1,29,1-29,2009-2010
263,2010-01-30,100.0,2010,1,30,1-30,2009-2010
264,2010-01-31,99.0,2010,1,31,1-31,2009-2010
265,2010-02-01,100.0,2010,2,1,2-1,2009-2010
266,2010-02-03,96.0,2010,2,3,2-3,2009-2010
267,2010-02-04,104.0,2010,2,4,2-4,2009-2010
268,2010-02-05,100.0,2010,2,5,2-5,2009-2010
269,2010-02-06,100.0,2010,2,6,2-6,2009-2010
270,2010-02-07,100.0,2010,2,7,2-7,2009-2010
271,2010-02-08,100.0,2010,2,8,2-8,2009-2010
272,2010-02-09,99.0,2010,2,9,2-9,2009-2010
273,2010-02-10,99.0,2010,2,10,2-10,2009-2010
274,2010-02-11,100.0,2010,2,11,2-11,2009-2010
275,2010-02-12,100.0,2010,2,12,2-12,2009-2010
276,2010-02-13,99.0,2010,2,13,2-13,2009-2010
277,2010-02-14,98.0,2010,2,14,2-14,2009-2010
278,2010-02-15,97.0,2010,2,15,2-15,2009-2010
279,2010-02-16,95.0,2010,2,16,2-16,2009-2010
280,2010-02-17,96.0,2010,2,17,2-17,2009-2010
281,2010-02-18,96.0,2010,2,18,2-18,2009-2010
282,2010-02-19,96.0,2010,2,19,2-19,2009-2010
283,2010-02-20,97.0,2010,2,20,2-20,2009-2010
284,2010-02-21,98.0,2010,2,21,2-21,2009-2010
285,2010-02-22,100.0,2010,2,22,2-22,2009-2010
286,2010-02-23,100.0,2010,2,23,2-23,2009-2010
287,2010-02-24,105.0,2010,2,24,2-24,2009-2010
288,2010-02-25,137.0,2010,2,25,2-25,2009-2010
289,2010-02-26,162.0,2010,2,26,2-26,2009-2010
290,2010-02-27,179.0,2010,2,27,2-27,2009-2010
291,2010-02-28,198.0,2010,2,28,2-28,2009-2010
292,2010-03-01,207.0,2010,3,1,3-1,2009-2010
293,2010-03-02,206.0,2010,3,2,3-2,2009-2010
294,2010-03-03,200.0,2010,3,3,3-3,2009-2010
295,2010-03-04,197.0,2010,3,4,3-4,2009-2010
296,2010-03-05,194.0,2010,3,5,3-5,2009-2010
297,2010-03-06,192.0,2010,3,6,3-6,2009-2010
298,2010-03-07,192.0,2010,3,7,3-7,2009-2010
299,2010-03-08,185.0,2010,3,8,3-8,2009-2010
300,2010-03-09,180.0,2010,3,9,3-9,2009-2010
301,2010-03-10,179.0,2010,3,10,3-10,2009-2010
302,2010-03-11,175.0,2010,3,11,3-11,2009-2010
303,2010-03-12,173.0,2010,3,12,3-12,2009-2010
304,2010-03-13,160.0,2010,3,13,3-13,2009-2010
305,2010-03-14,160.0,2010,3,14,3-14,2009-2010
306,2010-03-15,197.0,2010,3,15,3-15,2009-2010
307,2010-03-16,198.0,2010,3,16,3-16,2009-2010
308,2010-03-17,194.0,2010,3,17,3-17,2009-2010
309,2010-03-18,191.0,2010,3,18,3-18,2009-2010
310,2010-03-19,186.0,2010,3,19,3-19,2009-2010
311,2010-03-20,181.0,2010,3,20,3-20,2009-2010
312,2010-03-21,178.0,2010,3,21,3-21,2009-2010
313,2010-03-22,172.0,2010,3,22,3-22,2009-2010
314,2010-03-23,166.0,2010,3,23,3-23,2009-2010
315,2010-03-24,162.0,2010,3,24,3-24,2009-2010
316,2010-03-25,173.0,2010,3,25,3-25,2009-2010
317,2010-03-27,175.0,2010,3,27,3-27,2009-2010
318,2010-03-28,173.0,2010,3,28,3-28,2009-2010
319,2010-03-29,187.0,2010,3,29,3-29,2009-2010
320,2010-03-30,180.0,2010,3,30,3-30,2009-2010
321,2010-03-31,174.0,2010,3,31,3-31,2009-2010
322,2010-04-01,170.0,2010,4,1,4-1,2009-2010
323,2010-04-01,170.0,2010,4,1,4-1,2009-2010
324,2010-04-02,166.0,2010,4,2,4-2,2009-2010
325,2010-04-03,159.0,2010,4,3,4-3,2009-2010
326,2010-04-04,149.0,2010,4,4,4-4,2009-2010
327,2010-04-05,142.0,2010,4,5,4-5,2009-2010
328,2010-04-06,142.0,2010,4,6,4-6,2009-2010
329,2010-04-07,134.0,2010,4,7,4-7,2009-2010
330,2010-04-08,130.0,2010,4,8,4-8,2009-2010
331,2010-04-09,120.0,2010,4,9,4-9,2009-2010
332,2010-04-10,120.0,2010,4,10,4-10,2009-2010
333,2010-04-11,120.0,2010,4,11,4-11,2009-2010
334,2010-04-12,120.0,2010,4,12,4-12,2009-2010
335,2010-04-13,120.0,2010,4,13,4-13,2009-2010
336,2010-04-14,118.0,2010,4,14,4-14,2009-2010
337,2010-04-15,115.0,2010,4,15,4-15,2009-2010
338,2010-04-16,115.0,2010,4,16,4-16,2009-2010
339,2010-04-17,132.0,2010,4,17,4-17,2009-2010
340,2010-04-18,134.0,2010,4,18,4-18,2009-2010
341,2010-04-19,138.0,2010,4,19,4-19,2009-2010
342,2010-04-20,127.0,2010,4,20,4-20,2009-2010
343,2010-04-21,118.0,2010,4,21,4-21,2009-2010
344,2010-04-22,112.0,2010,4,22,4-22,2009-2010
345,2010-04-23,108.0,2010,4,23,4-23,2009-2010
346,2010-04-24,108.0,2010,4,24,4-24,2009-2010
347,2010-04-25,105.0,2010,4,25,4-25,2009-2010
348,2010-04-26,100.0,2010,4,26,4-26,2009-2010
349,2010-04-27,97.0,2010,4,27,4-27,2009-2010
350,2010-04-28,138.0,2010,4,28,4-28,2009-2010
351,2010-04-29,145.0,2010,4,29,4-29,2009-2010
352,2010-04-30,145.0,2010,4,30,4-30,2009-2010
353,2010-05-01,130.0,2010,5,1,5-1,2009-2010
354,2010-05-02,107.0,2010,5,2,5-2,2009-2010
355,2010-05-03,94.0,2010,5,3,5-3,2009-2010
356,2010-05-04,86.0,2010,5,4,5-4,2009-2010
357,2010-05-05,75.0,2010,5,5,5-5,2009-2010
358,2010-05-06,71.0,2010,5,6,5-6,2009-2010
359,2010-05-07,70.0,2010,5,7,5-7,2009-2010
360,2010-05-08,65.0,2010,5,8,5-8,2009-2010
361,2010-05-09,63.0,2010,5,9,5-9,2009-2010
362,2010-05-10,70.0,2010,5,10,5-10,2009-2010
363,2010-05-10,0.0,2010,5,10,5-10,2009-2010
364,2010-05-11,70.0,2010,5,11,5-11,2009-2010
365,2010-05-12,63.0,2010,5,12,5-12,2009-2010
366,2010-05-13,60.0,2010,5,13,5-13,2009-2010
367,2010-05-14,55.0,2010,5,14,5-14,2009-2010
368,2010-05-15,47.0,2010,5,15,5-15,2009-2010
369,2010-05-16,43.0,2010,5,16,5-16,2009-2010
370,2010-05-17,0.0,2010,5,17,5-17,2009-2010
371,2010-05-18,0.0,2010,5,18,5-18,2009-2010
372,2010-05-20,0.0,2010,5,20,5-20,2009-2010
373,2010-05-21,0.0,2010,5,21,5-21,2009-2010
374,2010-05-22,0.0,2010,5,22,5-22,2009-2010
375,2010-05-23,0.0,2010,5,23,5-23,2009-2010
376,2010-05-24,0.0,2010,5,24,5-24,2009-2010
377,2010-05-25,0.0,2010,5,25,5-25,2009-2010
378,2010-05-26,0.0,2010,5,26,5-26,2009-2010
379,2010-05-27,0.0,2010,5,27,5-27,2009-2010
380,2010-05-28,0.0,2010,5,28,5-28,2009-2010
381,2011-11-23,25.0,2011,11,23,11-23,2011-2012
382,2011-11-24,53.0,2011,11,24,11-24,2011-2012
383,2011-11-25,38.0,2011,11,25,11-25,2011-2012
384,2011-11-26,35.0,2011,11,26,11-26,2011-2012
385,2011-11-27,23.0,2011,11,27,11-27,2011-2012
386,2011-11-28,18.0,2011,11,28,11-28,2011-2012
387,2011-11-29,0.0,2011,11,29,11-29,2011-2012
388,2011-11-30,0.0,2011,11,30,11-30,2011-2012
389,2011-12-01,0.0,2011,12,1,12-1,2011-2012
390,2011-12-02,0.0,2011,12,2,12-2,2011-2012
391,2011-12-03,1.0,2011,12,3,12-3,2011-2012
392,2011-12-04,0.0,2011,12,4,12-4,2011-2012
393,2011-12-05,0.0,2011,12,5,12-5,2011-2012
394,2011-12-06,0.0,2011,12,6,12-6,2011-2012
395,2011-12-07,0.0,2011,12,7,12-7,2011-2012
396,2011-12-08,8.0,2011,12,8,12-8,2011-2012
397,2011-12-09,9.0,2011,12,9,12-9,2011-2012
398,2011-12-10,10.0,2011,12,10,12-10,2011-2012
399,2011-12-11,10.0,2011,12,11,12-11,2011-2012
400,2011-12-12,8.0,2011,12,12,12-12,2011-2012
401,2011-12-13,8.0,2011,12,13,12-13,2011-2012
402,2011-12-14,10.0,2011,12,14,12-14,2011-2012
403,2011-12-15,15.0,2011,12,15,12-15,2011-2012
404,2011-12-16,15.0,2011,12,16,12-16,2011-2012
405,2011-12-17,21.0,2011,12,17,12-17,2011-2012
406,2011-12-18,19.0,2011,12,18,12-18,2011-2012
407,2011-12-19,19.0,2011,12,19,12-19,2011-2012
408,2012-01-01,38.0,2012,1,1,1-1,2011-2012
409,2012-01-02,44.0,2012,1,2,1-2,2011-2012
410,2012-01-03,52.0,2012,1,3,1-3,2011-2012
411,2012-01-04,50.0,2012,1,4,1-4,2011-2012
412,2012-01-05,50.0,2012,1,5,1-5,2011-2012
413,2012-01-06,52.0,2012,1,6,1-6,2011-2012
414,2012-01-07,50.0,2012,1,7,1-7,2011-2012
415,2012-01-08,50.0,2012,1,8,1-8,2011-2012
416,2012-01-09,50.0,2012,1,9,1-9,2011-2012
417,2012-01-10,50.0,2012,1,10,1-10,2011-2012
418,2012-01-11,50.0,2012,1,11,1-11,2011-2012
419,2012-01-12,50.0,2012,1,12,1-12,2011-2012
420,2012-01-13,69.0,2012,1,13,1-13,2011-2012
421,2012-01-14,80.0,2012,1,14,1-14,2011-2012
422,2012-01-15,78.0,2012,1,15,1-15,2011-2012
423,2012-01-16,75.0,2012,1,16,1-16,2011-2012
424,2012-01-17,75.0,2012,1,17,1-17,2011-2012
425,2012-01-18,72.0,2012,1,18,1-18,2011-2012
426,2012-01-19,72.0,2012,1,19,1-19,2011-2012
427,2012-01-20,88.0,2012,1,20,1-20,2011-2012
428,2012-01-21,85.0,2012,1,21,1-21,2011-2012
429,2012-01-22,85.0,2012,1,22,1-22,2011-2012
430,2012-01-23,84.0,2012,1,23,1-23,2011-2012
431,2012-01-24,80.0,2012,1,24,1-24,2011-2012
432,2012-01-25,70.0,2012,1,25,1-25,2011-2012
433,2012-01-26,70.0,2012,1,26,1-26,2011-2012
434,2012-01-27,80.0,2012,1,27,1-27,2011-2012
435,2012-01-28,85.0,2012,1,28,1-28,2011-2012
436,2012-01-29,85.0,2012,1,29,1-29,2011-2012
437,2012-01-30,90.0,2012,1,30,1-30,2011-2012
438,2012-01-31,90.0,2012,1,31,1-31,2011-2012
439,2012-02-01,95.0,2012,2,1,2-1,2011-2012
440,2012-02-02,90.0,2012,2,2,2-2,2011-2012
441,2012-02-03,90.0,2012,2,3,2-3,2011-2012
442,2012-02-04,90.0,2012,2,4,2-4,2011-2012
443,2012-02-05,90.0,2012,2,5,2-5,2011-2012
444,2012-02-06,90.0,2012,2,6,2-6,2011-2012
445,2012-02-07,90.0,2012,2,7,2-7,2011-2012
446,2012-02-08,91.0,2012,2,8,2-8,2011-2012
447,2012-02-09,90.0,2012,2,9,2-9,2011-2012
448,2012-02-10,88.0,2012,2,10,2-10,2011-2012
449,2012-02-11,89.0,2012,2,11,2-11,2011-2012
450,2012-02-12,91.0,2012,2,12,2-12,2011-2012
451,2012-02-13,90.0,2012,2,13,2-13,2011-2012
452,2012-02-14,89.0,2012,2,14,2-14,2011-2012
453,2012-02-15,89.0,2012,2,15,2-15,2011-2012
454,2012-02-16,90.0,2012,2,16,2-16,2011-2012
455,2012-02-17,92.0,2012,2,17,2-17,2011-2012
456,2012-02-18,96.0,2012,2,18,2-18,2011-2012
457,2012-02-19,96.0,2012,2,19,2-19,2011-2012
458,2012-02-20,95.0,2012,2,20,2-20,2011-2012
459,2012-02-21,93.0,2012,2,21,2-21,2011-2012
460,2012-02-22,93.0,2012,2,22,2-22,2011-2012
461,2012-02-23,95.0,2012,2,23,2-23,2011-2012
462,2012-02-24,96.0,2012,2,24,2-24,2011-2012
463,2012-02-25,120.0,2012,2,25,2-25,2011-2012
464,2012-02-26,135.0,2012,2,26,2-26,2011-2012
